Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Price
Mahindra,TUV300,W6,SUV,Manual,Diesel,2018,16693,1st,Karnataka,No,808500
Ford,Aspire,Trend+,Sedan,Manual,Petrol,2020,139295,2nd,Maharashtra,No,620730
Tata,Harrier,XT,SUV,Manual,Petrol,2021,146356,2nd,Odisha,No,921690
Honda,Brio,V,Hatchback,Manual,Diesel,2011,92769,3rd+,Himachal Pradesh,No,409117
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2006,23917,2nd,Madhya Pradesh,No,176563
Maruti Suzuki,Swift,Base,Sedan,Manual,Petrol,2016,119420,2nd,Assam,No,792214
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2017,37938,2nd,Telangana,No,406560
Maruti Suzuki,Ertiga,Z,MPV,Automatic,Petrol,2018,79668,1st,Gujarat,No,1392722
Tata,Tigor,XZA+,Sedan,Manual,CNG,2022,50181,1st,Uttar Pradesh,Yes,378908
Toyota,Innova,VX,MPV,Manual,Diesel,2015,71106,2nd,Maharashtra,No,471609
Maruti Suzuki,Baleno,L,Hatchback,Manual,Petrol,2018,27527,2nd,Delhi,No,390297
Tata,Harrier,XM,SUV,Manual,Petrol,2021,94860,1st,Gujarat,Yes,1215793
Honda,Amaze,S,Sedan,Manual,Petrol,2021,114976,1st,Kerala,No,676875
Nissan,Sunny,XV Premium (O),Sedan,Manual,Petrol,2013,130353,2nd,Maharashtra,No,303468
Tata,Tiago,XZA,Hatchback,Manual,Petrol,2019,129431,1st,Maharashtra,No,693000
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2023,135418,2nd,Maharashtra,No,686070
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2017,130196,1st,Uttar Pradesh,No,523687
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Diesel,2023,175275,1st,Delhi,No,1485000
Hyundai,Aura,SX(O),Sedan,Automatic,Petrol,2021,63429,2nd,Kerala,No,304019
Toyota,Urban Cruiser,G,SUV,Manual,CNG,2022,51336,2nd,Rajasthan,No,1233352
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2020,44633,2nd,Maharashtra,No,1149984
Maruti Suzuki,Ignis,L,Hatchback,Manual,CNG,2023,29309,1st,Karnataka,No,1404480
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2003,173108,2nd,Karnataka,No,598950
Chevrolet,Tavera,LS,MPV,Automatic,Petrol,2006,147356,2nd,Tamil Nadu,Yes,159040
Tata,Altroz,XZ,Hatchback,Manual,Petrol,2023,129149,2nd,Delhi,No,653400
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2017,121095,1st,Maharashtra,No,788287
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2023,135849,1st,Andhra Pradesh,No,1271812
Maruti Suzuki,Ertiga,V,MPV,Manual,Diesel,2015,45133,1st,Maharashtra,No,847000
Honda,City,VX,Sedan,Manual,Petrol,2011,28652,1st,Telangana,No,172425
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2023,69198,2nd,Gujarat,No,530560
Maruti Suzuki,Ertiga,L,MPV,Automatic,Petrol,2013,40811,2nd,Delhi,No,1068207
Hyundai,i10,Sportz,Hatchback,Manual,Diesel,2011,127561,2nd,Punjab,No,275880
Toyota,Fortuner,G+,SUV,Manual,Petrol,2012,147934,3rd+,Delhi,No,142931
Tata,Tigor,XM,Sedan,Manual,Petrol,2019,175537,1st,Gujarat,No,822937
Hyundai,Grand i10,Asta,Hatchback,Manual,Petrol,2018,141528,2nd,Delhi,No,914760
Volkswagen,Vento,GT,Sedan,Manual,Electric,2022,149881,2nd,Gujarat,Yes,638485
Maruti Suzuki,Alto,Base,Hatchback,Manual,CNG,2019,14992,1st,Delhi,No,804650
Kia,Sonet,HTE,SUV,Manual,Diesel,2020,107162,2nd,Andhra Pradesh,Yes,430563
Chevrolet,Cruze,LS,Sedan,Manual,Petrol,2013,109883,2nd,Tamil Nadu,No,493135
Tata,Harrier,XZA+,SUV,Manual,CNG,2023,47905,2nd,Telangana,No,675906
Honda,Amaze,E,Sedan,Manual,Petrol,2021,47926,1st,Maharashtra,No,1881000
Volkswagen,Ameo,Highline+,Sedan,Manual,Petrol,2020,80781,2nd,Chhattisgarh,No,276381
Mahindra,XUV500,W10,SUV,Manual,Diesel,2016,144477,2nd,Tamil Nadu,No,266805
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Petrol,2019,26597,2nd,Maharashtra,Yes,725256
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2019,63216,1st,Rajasthan,No,636405
Honda,WR-V,S,SUV,Manual,Petrol,2018,46131,1st,Gujarat,No,323400
Hyundai,Verna,Sportz,Sedan,Manual,Diesel,2021,138033,2nd,Bihar,No,476520
Hyundai,Venue,Asta,SUV,Manual,Diesel,2023,97471,2nd,Kerala,No,1221897
Hyundai,Grand i10,Asta,Hatchback,Manual,Diesel,2019,22704,2nd,Karnataka,No,1287440
Tata,Tiago,XZ,Hatchback,Manual,Petrol,2018,108372,2nd,Maharashtra,No,965580
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2019,170663,1st,Jammu & Kashmir,No,680793
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,CNG,2018,79414,1st,Rajasthan,No,474873
Mahindra,Scorpio,AX3,SUV,Manual,Petrol,2005,149461,3rd+,Uttar Pradesh,No,617203
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2021,165609,1st,Delhi,No,1237500
Honda,Jazz,E,Sedan,Automatic,Hybrid,2013,133516,3rd+,Kerala,No,354737
Maruti Suzuki,Dzire,V,Sedan,Automatic,Petrol,2020,82570,1st,Tamil Nadu,No,1600104
Hyundai,Grand i10,Sportz,Hatchback,Manual,Petrol,2023,172097,2nd,Telangana,No,290400
Renault,Kiger,RXT,SUV,Manual,Petrol,2022,147154,1st,Tamil Nadu,No,1212750
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2017,117838,1st,West Bengal,No,822937
Maruti Suzuki,S-Presso,L,Hatchback,Automatic,Petrol,2021,33583,1st,Maharashtra,No,1974720
Maruti Suzuki,Swift,Z,Sedan,Automatic,Diesel,2014,77765,1st,Assam,No,598538
Hyundai,Grand i10,Era,Hatchback,Manual,Diesel,2023,159903,1st,West Bengal,No,825000
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2020,12377,1st,Gujarat,No,462000
Mahindra,Bolero,W11,SUV,Automatic,Diesel,2019,99333,1st,Maharashtra,No,618987
BMW,X3,Luxury Line,Luxury,Manual,Petrol,2018,64638,1st,Maharashtra,No,1473780
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Petrol,2015,176139,1st,Maharashtra,No,1091475
Toyota,Etios,V,Sedan,Manual,Diesel,2019,53675,1st,Karnataka,Yes,858166
Ford,Figo,Titanium,Sedan,Automatic,Petrol,2013,28888,1st,Karnataka,No,189667
Maruti Suzuki,Dzire,Base,Sedan,Manual,CNG,2008,107490,3rd+,Kerala,No,424400
Maruti Suzuki,WagonR,L,Hatchback,Manual,Diesel,2016,25135,1st,Maharashtra,No,1330560
Jaguar,XF,Portfolio,Sedan,Manual,Diesel,2010,64457,1st,Telangana,No,700045
Hyundai,i20,Sportz,Hatchback,Manual,Petrol,2021,112972,1st,Telangana,No,1650000
Toyota,Innova,G,MPV,Automatic,Petrol,2022,108951,1st,Delhi,No,272250
Maruti Suzuki,Alto,V,Hatchback,Manual,Diesel,2014,29934,2nd,Rajasthan,Yes,629605
Maruti Suzuki,Dzire,Z,Sedan,Manual,Petrol,2015,44122,1st,Delhi,No,768075
Hyundai,Verna,Magna,Sedan,Manual,Petrol,2023,176457,1st,Gujarat,No,1097250
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2022,36556,1st,Karnataka,No,1663200
Mahindra,XUV500,W11,SUV,Manual,CNG,2011,72058,2nd,Tamil Nadu,No,184812
Maruti Suzuki,Baleno,V,Hatchback,Manual,Diesel,2015,88787,1st,Telangana,No,468930
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2020,144696,2nd,Delhi,No,871200
Hyundai,Venue,Asta,SUV,Manual,Petrol,2022,124643,1st,Maharashtra,No,1472625
Ford,Figo,Titanium,Sedan,Manual,Petrol,2017,31700,1st,Karnataka,No,950950
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Petrol,2022,15713,1st,Telangana,No,1155000
Ford,EcoSport,Trend,SUV,Manual,Diesel,2017,42229,1st,Tamil Nadu,No,1455300
Renault,Duster,RXL,SUV,Manual,Diesel,2016,179046,1st,Telangana,No,970200
Hyundai,Venue,SX,SUV,Automatic,Petrol,2023,100009,1st,Gujarat,No,1048162
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Diesel,2022,131818,1st,Uttarakhand,No,641250
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2018,27823,2nd,Tamil Nadu,No,474320
Mahindra,Scorpio,AX3,SUV,Manual,Diesel,2005,177469,3rd+,Karnataka,No,393060
Hyundai,Grand i10,Era,Hatchback,Manual,Petrol,2023,125011,1st,Karnataka,No,247500
Maruti Suzuki,Swift,L,Sedan,Manual,Diesel,2006,48293,1st,Maharashtra,No,496584
Hyundai,Creta,SX,SUV,Automatic,CNG,2019,42205,1st,Maharashtra,No,422441
Maruti Suzuki,Ertiga,V,MPV,Manual,Petrol,2022,137971,1st,Karnataka,No,990000
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2017,124855,2nd,Maharashtra,No,329313
Maruti Suzuki,Ertiga,ZX,MPV,Automatic,Petrol,2023,175610,1st,West Bengal,No,1568160
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Diesel,2018,150619,2nd,Tamil Nadu,No,213444
Honda,Amaze,E,Sedan,Manual,Diesel,2022,109852,1st,Madhya Pradesh,No,1150687
Toyota,Urban Cruiser,VX,SUV,Manual,Diesel,2022,99028,1st,Goa,No,1041390
Toyota,Etios,E,Sedan,Automatic,Petrol,2012,156672,2nd,Maharashtra,No,333814
Maruti Suzuki,Ignis,L,Hatchback,Automatic,CNG,2017,171911,2nd,Maharashtra,No,407860
Nissan,Sunny,XE,Sedan,Automatic,Petrol,2020,91340,1st,Telangana,No,1200078
Honda,City,V,Sedan,Manual,Diesel,2016,44417,1st,Delhi,Yes,363437
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Diesel,2016,56026,2nd,West Bengal,No,1149194
Hyundai,Grand i10,SX(O),Hatchback,Manual,Diesel,2019,71611,1st,Tamil Nadu,No,1205820
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2017,24343,1st,Telangana,No,485100
Tata,Tigor,XZ,Sedan,Automatic,Diesel,2019,110858,1st,Chhattisgarh,No,312716
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Petrol,2020,115078,2nd,Maharashtra,No,223462
Skoda,Slavia,Active,Sedan,Manual,Diesel,2022,24883,1st,Tamil Nadu,No,313500
Tata,Tigor,XZA,Sedan,Manual,Diesel,2023,113102,2nd,Maharashtra,No,689700
Hyundai,Aura,Magna,Sedan,Manual,Petrol,2020,53742,1st,Tamil Nadu,No,818235
Maruti Suzuki,Swift,Base,Sedan,Automatic,Petrol,2011,65065,2nd,Tamil Nadu,No,532434
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2019,17907,2nd,Andhra Pradesh,No,860243
Tata,Tigor,XZA+,Sedan,Manual,Diesel,2023,161703,1st,Gujarat,No,313500
Maruti Suzuki,WagonR,L,Hatchback,Manual,Petrol,2021,60216,1st,Karnataka,No,1378080
Maruti Suzuki,Baleno,L,Hatchback,Manual,CNG,2019,129984,2nd,Karnataka,No,370782
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2023,143035,1st,Delhi,No,825000
Tata,Tigor,XE,Sedan,Manual,Diesel,2017,159285,1st,Tamil Nadu,No,438900
Ford,Endeavour,Ambiente,SUV,Manual,Petrol,2008,134759,3rd+,Delhi,No,393060
Toyota,Glanza,G,Hatchback,Manual,Petrol,2021,84081,1st,Assam,No,1322400
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Petrol,2019,35984,2nd,Gujarat,No,355740
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2008,120311,3rd+,Maharashtra,No,355626
Hyundai,Verna,SX(O),Sedan,Manual,Petrol,2017,16169,1st,Haryana,No,379050
Hyundai,Aura,SX,Sedan,Manual,Diesel,2021,16142,1st,Tamil Nadu,No,1463000
Toyota,Etios,E,Sedan,Automatic,Diesel,2019,160919,2nd,Delhi,No,477962
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Petrol,2015,52096,1st,Rajasthan,No,437383
Toyota,Fortuner,ZX,SUV,Manual,Petrol,2022,170066,1st,Delhi,No,1216215
Maruti Suzuki,Alto,Z,Hatchback,Manual,Diesel,2011,99925,2nd,Maharashtra,No,243173
Hyundai,Grand i10,Sportz,Hatchback,Automatic,Diesel,2018,173250,2nd,Karnataka,No,335412
Hyundai,Aura,SX,Sedan,Manual,Petrol,2020,171078,1st,Karnataka,No,940500
Maruti Suzuki,Ertiga,Z,MPV,Automatic,Petrol,2018,63125,2nd,Maharashtra,No,885152
Toyota,Etios,G,Sedan,Manual,Petrol,2012,29115,1st,Tamil Nadu,No,574750
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2020,14759,1st,Uttar Pradesh,No,410400
MG,ZS EV,Savvy,Luxury,Manual,Petrol,2020,170986,1st,Rajasthan,No,1489125
Hyundai,i20,Asta,Hatchback,Automatic,Diesel,2021,141171,1st,Tamil Nadu,No,453750
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Petrol,2017,81685,2nd,Tamil Nadu,No,509338
Mahindra,TUV300,W4,SUV,Manual,Petrol,2018,57111,2nd,Tamil Nadu,No,371392
Honda,City,S,Sedan,Manual,Diesel,2008,135121,3rd+,Gujarat,No,549604
Maruti Suzuki,S-Presso,L,Hatchback,Automatic,Petrol,2022,170389,1st,Karnataka,No,1655280
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2007,80109,3rd+,Kerala,No,511396
Toyota,Innova,G+,MPV,Manual,Petrol,2011,152092,2nd,Karnataka,No,439230
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2023,164935,1st,Tamil Nadu,No,1029600
Jaguar,XE,Portfolio,Sedan,Manual,Petrol,2018,158722,1st,Maharashtra,No,384037
Hyundai,Verna,Sportz,Sedan,Manual,Petrol,2012,128966,2nd,Maharashtra,No,417268
Honda,Jazz,S,Sedan,Manual,CNG,2009,119494,2nd,Rajasthan,No,466840
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2019,90840,1st,Maharashtra,No,937860
Mahindra,Bolero,W11,SUV,Manual,CNG,2021,27807,1st,Uttar Pradesh,No,1137150
Maruti Suzuki,Celerio,ZX,Hatchback,Automatic,Petrol,2020,66465,2nd,Gujarat,No,800388
Ford,Endeavour,Sports,SUV,Manual,Diesel,2003,162389,2nd,Delhi,No,293485
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2023,18660,1st,Bihar,No,547200
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Petrol,2016,93097,1st,Rajasthan,No,694260
Toyota,Innova,E,MPV,Manual,Diesel,2020,28272,1st,Delhi,No,1210000
Kia,Seltos,HTK+,SUV,Manual,Petrol,2023,123065,2nd,Gujarat,No,1372140
Nissan,Magnite,XV Premium (O),SUV,Manual,Diesel,2021,89761,1st,Karnataka,No,803880
Maruti Suzuki,Swift,V,Sedan,Manual,Diesel,2018,73266,2nd,Gujarat,Yes,777449
Hyundai,Venue,Sportz,SUV,Manual,Diesel,2019,108216,1st,Telangana,No,1091475
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2008,151742,2nd,Karnataka,No,293485
Renault,Duster,RXT,SUV,Manual,CNG,2017,37269,2nd,Delhi,No,540724
Tata,Harrier,XE,SUV,Automatic,Petrol,2020,57198,2nd,Delhi,Yes,355372
Jaguar,XF,Portfolio,Sedan,Manual,Petrol,2019,100826,1st,Delhi,No,768075
MG,Astor,Sharp,SUV,Manual,Petrol,2023,122818,2nd,Gujarat,No,381150
Audi,Q5,Premium,Luxury,Automatic,Petrol,2018,48894,2nd,Bihar,No,991328
Maruti Suzuki,Dzire,Z,Sedan,Manual,CNG,2021,24311,1st,Maharashtra,No,1355103
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2010,51281,1st,Delhi,No,736890
Renault,Kwid,RXL,Hatchback,Manual,Diesel,2019,166562,1st,Tamil Nadu,Yes,501062
Maruti Suzuki,Baleno,L,Hatchback,Manual,Diesel,2022,108465,2nd,Maharashtra,No,1324224
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2020,79427,1st,Telangana,Yes,1202680
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2021,134229,1st,Delhi,No,712800
Maruti Suzuki,Swift,Base,Sedan,Manual,Diesel,2009,136668,2nd,Karnataka,No,758670
Renault,Duster,RXZ,SUV,Manual,Petrol,2022,167835,1st,Telangana,No,1732500
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2004,103643,3rd+,Tamil Nadu,No,136125
Maruti Suzuki,Ignis,L,Hatchback,Manual,Diesel,2017,76422,1st,West Bengal,No,385862
Kia,Seltos,HTX+,SUV,Manual,Petrol,2019,79270,1st,Tamil Nadu,No,351697
Maruti Suzuki,Swift,L,Sedan,Manual,CNG,2016,105988,2nd,Karnataka,No,220152
Jaguar,XE,R-Dynamic,Sedan,Manual,Hybrid,2023,10640,1st,Karnataka,No,1426425
Toyota,Etios,E,Sedan,Manual,CNG,2017,81585,1st,Kerala,No,992068
Range Rover,Discovery Sport,SE,Luxury,Manual,Diesel,2023,120558,1st,Tamil Nadu,No,1270500
Hyundai,Venue,Base,SUV,Manual,Petrol,2021,106300,1st,Gujarat,No,259875
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2014,43777,2nd,Karnataka,No,505780
Maruti Suzuki,Baleno,V,Hatchback,Automatic,CNG,2021,13127,1st,Uttar Pradesh,No,1092025
Honda,WR-V,V,SUV,Manual,Diesel,2018,42548,2nd,Delhi,Yes,853804
Hyundai,i20,Sportz,Hatchback,Manual,Electric,2019,63264,1st,Karnataka,No,368445
Hyundai,Venue,Era,SUV,Manual,Petrol,2021,40558,1st,Delhi,No,2194500
Hyundai,i10,Asta,Hatchback,Manual,Diesel,2008,28002,2nd,Uttar Pradesh,No,321860
Mahindra,Bolero,W6,SUV,Manual,Hybrid,2016,65927,2nd,Karnataka,No,714930
Honda,Jazz,VX,Sedan,Manual,Petrol,2017,44254,2nd,Maharashtra,No,450604
Hyundai,Grand i10,Asta,Hatchback,Manual,Petrol,2020,18637,1st,Punjab,No,285000
Tata,Harrier,XM,SUV,Manual,Petrol,2019,167156,2nd,Kerala,No,829520
Maruti Suzuki,Alto,V,Hatchback,Automatic,Diesel,2019,21237,2nd,Karnataka,No,596288
Hyundai,Venue,Era,SUV,Manual,Petrol,2023,83931,1st,Karnataka,No,904365
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2008,160490,2nd,Maharashtra,No,638880
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Petrol,2023,67357,2nd,Maharashtra,No,252648
Hyundai,Grand i10,Sportz,Hatchback,Manual,Petrol,2021,84625,2nd,Maharashtra,No,1431672
Maruti Suzuki,Swift,Z,Sedan,Manual,Diesel,2017,151663,2nd,Maharashtra,No,659008
Toyota,Urban Cruiser,ZX,SUV,Manual,Petrol,2022,137464,1st,Kerala,No,1373557
Range Rover,Discovery Sport,SE,Luxury,Manual,Petrol,2021,29306,1st,Tamil Nadu,No,1452000
Maruti Suzuki,Ignis,L,Hatchback,Manual,CNG,2021,167811,1st,Tamil Nadu,No,526680
Maruti Suzuki,Ertiga,Base,MPV,Manual,Diesel,2012,83552,2nd,Karnataka,No,231594
Hyundai,i20,Asta,Hatchback,Manual,Diesel,2016,31577,1st,Bihar,No,864500
Maruti Suzuki,Dzire,Base,Sedan,Manual,Petrol,2023,53069,1st,Tamil Nadu,No,1636470
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Diesel,2023,170511,1st,Kerala,No,1282500
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2020,42424,1st,Gujarat,No,1210000
Maruti Suzuki,Swift,V,Sedan,Manual,Petrol,2021,169384,1st,Gujarat,No,313500
Mahindra,Scorpio,W11,SUV,Manual,Petrol,2005,25283,2nd,Tamil Nadu,No,503118
Honda,Brio,ZX,Hatchback,Manual,CNG,2011,34050,1st,Karnataka,No,744876
Tata,Nexon,XZA+,SUV,Manual,Diesel,2018,132243,2nd,Madhya Pradesh,No,875605
Maruti Suzuki,Baleno,Z,Hatchback,Automatic,Petrol,2019,62216,2nd,Delhi,No,204265
Tata,Altroz,XE,Hatchback,Manual,Petrol,2023,78147,1st,Tamil Nadu,No,1531200
Renault,Kwid,RXL,Hatchback,Manual,Petrol,2019,165450,1st,Maharashtra,No,346500
Hyundai,Grand i10,Asta,Hatchback,Automatic,Diesel,2022,157700,1st,Gujarat,Yes,803878
MG,ZS EV,Sharp,Luxury,Manual,CNG,2023,171925,1st,Tamil Nadu,No,517275
Tata,Nexon,XE,SUV,Manual,Petrol,2020,25091,1st,Telangana,No,924000
Hyundai,Grand i10,Magna,Hatchback,Manual,Diesel,2013,161879,2nd,Punjab,No,379335
Tata,Altroz,XT,Hatchback,Manual,Diesel,2022,79165,2nd,Delhi,No,842160
Maruti Suzuki,Dzire,Base,Sedan,Manual,Petrol,2019,130863,1st,Tamil Nadu,No,548625
Maruti Suzuki,Ignis,V,Hatchback,Manual,Diesel,2019,164121,1st,Delhi,Yes,610482
Tata,Tigor,XE,Sedan,Manual,Diesel,2020,167460,1st,Tamil Nadu,No,1410750
Maruti Suzuki,Baleno,Base,Hatchback,Manual,Diesel,2015,117628,1st,Kerala,No,199500
Mahindra,TUV300,AX7,SUV,Manual,Diesel,2015,146468,1st,Telangana,No,970200
Toyota,Urban Cruiser,E,SUV,Manual,Diesel,2022,57172,1st,Uttar Pradesh,No,260347
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2012,27330,1st,Madhya Pradesh,No,365750
Hyundai,i10,Era,Hatchback,Manual,Petrol,2011,25060,1st,Gujarat,No,605000
Kia,Carens,GTX+,MPV,Manual,CNG,2022,28844,1st,Gujarat,No,2090000
Toyota,Innova,ZX,MPV,Manual,Petrol,2011,121375,2nd,Telangana,No,258746
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2017,132465,1st,West Bengal,No,404250
Volkswagen,Ameo,Highline+,Sedan,Manual,Petrol,2020,136653,1st,Delhi,No,391875
Maruti Suzuki,WagonR,Base,Hatchback,Automatic,Electric,2013,25567,1st,Karnataka,No,1244485
Honda,Amaze,VX,Sedan,Manual,Petrol,2014,108309,2nd,Maharashtra,Yes,407162
Honda,City,ZX,Sedan,Manual,Diesel,2011,13179,2nd,Delhi,No,327745
Maruti Suzuki,Swift,ZX,Sedan,Automatic,Petrol,2007,28472,1st,Maharashtra,No,1024204
Maruti Suzuki,Ertiga,Z,MPV,Automatic,Petrol,2015,45550,1st,Punjab,No,691267
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2018,21039,2nd,West Bengal,No,585446
Mahindra,Bolero,W4,SUV,Manual,CNG,2023,56750,2nd,Telangana,No,252016
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2021,44245,1st,Tamil Nadu,No,1386000
Audi,Q5,Premium,Luxury,Automatic,Diesel,2012,125902,3rd+,Andhra Pradesh,No,462314
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2021,48666,2nd,Karnataka,No,1254528
Hyundai,i20,Asta,Hatchback,Manual,Diesel,2019,55919,2nd,Rajasthan,No,1018248
Range Rover,Sport,Autobiography,Luxury,Manual,Diesel,2021,55886,2nd,Delhi,No,741100
Maruti Suzuki,Baleno,Base,Hatchback,Automatic,CNG,2017,121952,2nd,Maharashtra,No,743496
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2017,125476,1st,Gujarat,No,623700
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Diesel,2020,55286,1st,Maharashtra,No,1626900
Maruti Suzuki,Alto,Z,Hatchback,Manual,Petrol,2021,139811,2nd,Maharashtra,No,1143450
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Diesel,2020,153534,1st,Gujarat,No,1485000
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2018,25496,2nd,Kerala,No,842688
Maruti Suzuki,WagonR,L,Hatchback,Automatic,Petrol,2000,126905,2nd,Delhi,No,337328
Renault,Kwid,RXE,Hatchback,Manual,Petrol,2015,76162,1st,Andhra Pradesh,No,983534
Toyota,Urban Cruiser,V,SUV,Manual,Diesel,2020,69129,1st,Punjab,No,520695
Hyundai,Verna,SX,Sedan,Manual,Diesel,2007,145811,2nd,Gujarat,No,569002
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2023,98680,2nd,Madhya Pradesh,No,610948
Hyundai,i10,Base,Hatchback,Manual,Petrol,2013,85787,2nd,West Bengal,No,185275
Mahindra,Scorpio,AX3,SUV,Manual,Petrol,2004,143515,2nd,Gujarat,No,419265
Maruti Suzuki,Baleno,L,Hatchback,Manual,Petrol,2021,153865,2nd,Karnataka,No,766656
Renault,Kwid,RXT,Hatchback,Manual,Diesel,2015,120498,2nd,Karnataka,No,304920
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2016,22402,1st,West Bengal,No,308000
Maruti Suzuki,Celerio,V,Hatchback,Manual,Diesel,2022,99515,1st,Maharashtra,No,957000
Nissan,Magnite,XV Premium,SUV,Manual,Petrol,2023,76996,2nd,Maharashtra,No,884268
Renault,Triber,RXL,MPV,Automatic,Petrol,2023,148063,1st,Delhi,No,272250
Maruti Suzuki,Dzire,ZX,Sedan,Manual,CNG,2022,129793,1st,Andhra Pradesh,No,486131
Hyundai,Grand i10,Magna,Hatchback,Manual,Diesel,2019,153165,2nd,Kerala,No,395009
Skoda,Slavia,Ambition,Sedan,Manual,Petrol,2023,63293,1st,Maharashtra,No,272745
Maruti Suzuki,Swift,Z,Sedan,Manual,Petrol,2015,118869,1st,Delhi,No,345633
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2015,158701,2nd,Maharashtra,No,800415
Toyota,Fortuner,VX,SUV,Automatic,Petrol,2023,159215,1st,Uttar Pradesh,Yes,1151563
Maruti Suzuki,Alto,Base,Hatchback,Manual,Diesel,2010,43743,2nd,Maharashtra,No,532400
Maruti Suzuki,S-Presso,L,Hatchback,Automatic,Petrol,2019,101174,2nd,Maharashtra,No,214663
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2014,37347,1st,Tamil Nadu,No,638880
Maruti Suzuki,Swift,Base,Sedan,Automatic,CNG,2010,73993,1st,Puducherry,No,361023
Toyota,Urban Cruiser,G,SUV,Manual,Petrol,2021,98331,1st,Karnataka,No,1507275
Toyota,Fortuner,ZX,SUV,Manual,Petrol,2022,48869,1st,West Bengal,No,374220
Maruti Suzuki,Alto,Base,Hatchback,Automatic,Petrol,2019,60955,1st,Delhi,No,1326402
Tata,Nexon,XT,SUV,Manual,Diesel,2023,85024,1st,Maharashtra,Yes,1094905
Maruti Suzuki,Ertiga,L,MPV,Manual,Diesel,2012,114028,3rd+,Tamil Nadu,No,457380
Maruti Suzuki,Ignis,L,Hatchback,Automatic,Diesel,2022,127278,2nd,Delhi,No,383328
